hotspot_geometry,hotspot_tag,hotspot_location
"POLYGON ((-6.2287856 53.4252928, -6.2288886 53.4253746, -6.2289453 53.4268064, -6.228814 53.4268844, -6.2275704 53.4268708, -6.2273764 53.4269703, -6.2273428 53.4274669, -6.2272129 53.4275392, -6.2251154 53.4275136, -6.2249808 53.4274595, -6.2249084 53.42728, -6.2250827 53.4264031, -6.2252874 53.4252208, -6.2254382 53.4251496, -6.2255755 53.4251189, -6.2259532 53.4251087, -6.2287856 53.4252928))",parking,Green Long Term Car Park
"POLYGON ((-6.0603015 53.3688011, -6.060325 53.3689543, -6.0603459 53.3689475, -6.0603477 53.3690159, -6.0603491 53.3690667, -6.0603696 53.36922, -6.0604484 53.3694358, -6.0603767 53.369455, -6.0602012 53.3694166, -6.0601081 53.3693461, -6.0600365 53.3692926, -6.0599291 53.3691238, -6.0599147 53.3689956, -6.0599756 53.3688546, -6.0603015 53.3688011))",parking,
"POLYGON ((-6.2435432 53.3823214, -6.2440293 53.3825392, -6.2431817 53.384033, -6.242724 53.3839372, -6.2435432 53.3823214))",parking,
"POLYGON ((-6.2536065 53.3850303, -6.2535896 53.3850666, -6.2536707 53.3850948, -6.2532618 53.3855362, -6.2528186 53.3853763, -6.2529718 53.3847824, -6.2536065 53.3850303))",parking,DCU Car Park 3
"POLYGON ((-6.2174501 53.4533455, -6.2180415 53.4533598, -6.2180236 53.4539377, -6.2179459 53.4540309, -6.2177913 53.4541229, -6.2176545 53.4541697, -6.2175079 53.4541805, -6.2174501 53.4533455))",parking,Car Park A
"POLYGON ((-6.2178938 53.4525088, -6.2173656 53.4526546, -6.2168792 53.4528373, -6.2169383 53.4530261, -6.2174337 53.453131, -6.2174964 53.4532017, -6.2180385 53.45321, -6.2181046 53.4530481, -6.2178938 53.4525088))",parking,Overflow Parking
"POLYGON ((-6.2184422 53.453919, -6.2185196 53.4538394, -6.2186697 53.4536852, -6.2188412 53.453509, -6.2193969 53.4530883, -6.2191532 53.453035, -6.2188537 53.4530359, -6.2185573 53.4530803, -6.2183703 53.4531643, -6.2182119 53.4533341, -6.2182245 53.4536682, -6.2184115 53.453738, -6.2182911 53.4538786, -6.2184422 53.453919))",parking,Car Park B
"POLYGON ((-6.2205308 53.454587, -6.2208432 53.4543545, -6.220986 53.4544226, -6.2216819 53.4539046, -6.2215455 53.4538396, -6.2214265 53.4537808, -6.2211743 53.4536628, -6.220166 53.4544132, -6.2205308 53.454587))",parking,
"POLYGON ((-6.2356547 53.4236732, -6.2350432 53.4234909, -6.2343835 53.4243376, -6.234958 53.4245085, -6.2356547 53.4236732))",parking,Orange Zone Staff Car Park
"POLYGON ((-6.2313384 53.4248745, -6.2311999 53.4249168, -6.2309873 53.4251745, -6.2324819 53.4256299, -6.2327701 53.4253108, -6.2313384 53.4248745))",parking,
"POLYGON ((-6.2337174 53.4259414, -6.2333919 53.4258426, -6.2333448 53.4258966, -6.2330595 53.4258027, -6.2337939 53.4249391, -6.2340321 53.4247254, -6.2340857 53.4247101, -6.2341356 53.4247085, -6.2341967 53.4247115, -6.2347809 53.4248891, -6.234844 53.4249183, -6.234879 53.4249448, -6.2348838 53.4249727, -6.2348605 53.4250145, -6.234227 53.425714, -6.2340314 53.4259046, -6.2339252 53.426013, -6.2338076 53.4261553, -6.2335984 53.4260906, -6.2337174 53.4259414))",parking,Green Zone Staff car park
"POLYGON ((-6.2430135 53.4275807, -6.2424601 53.4278909, -6.2420449 53.4276301, -6.24203 53.4276386, -6.241923 53.4275719, -6.2419413 53.4275615, -6.2414956 53.4272857, -6.2415703 53.4272428, -6.2415878 53.4272349, -6.2416241 53.4272089, -6.2420386 53.4269706, -6.2430135 53.4275807))",parking,T1 Short Term A
"POLYGON ((-6.2328291 53.4267133, -6.2332378 53.4261858, -6.2333533 53.4261633, -6.2334601 53.4261845, -6.2335809 53.4262251, -6.2336349 53.4262634, -6.2336456 53.4263148, -6.2331547 53.4269171, -6.232706 53.427442, -6.2322918 53.4275304, -6.2323893 53.4277092, -6.2320519 53.4277805, -6.2319362 53.427805, -6.2315124 53.4270219, -6.2324192 53.4268253, -6.2326005 53.4271401, -6.2326625 53.4271501, -6.2327727 53.427134, -6.2328749 53.4270981, -6.2329836 53.4269653, -6.2328291 53.4267133))",parking,
"POLYGON ((-6.2312034 53.4265225, -6.231933 53.4279238, -6.2313638 53.428026, -6.2303553 53.4277179, -6.2298988 53.4269828, -6.2297945 53.4263966, -6.2298086 53.426324, -6.2303537 53.4257298, -6.2305082 53.425561, -6.2306713 53.4254843, -6.2308687 53.425515, -6.2312038 53.4256197, -6.231255 53.4256353, -6.2313865 53.4256754, -6.2315124 53.4257144, -6.2315982 53.4258116, -6.2316412 53.4259241, -6.2311863 53.4264509, -6.2312034 53.4265225))",parking,Purple Zone Staff Car Park
"POLYGON ((-6.2426747 53.4280257, -6.243224 53.4277144, -6.2437933 53.4280673, -6.2439533 53.4281653, -6.2440549 53.4282723, -6.2441229 53.428395, -6.2441492 53.4284928, -6.2441332 53.4286586, -6.2439681 53.4289202, -6.2439908 53.4289326, -6.2439917 53.4289823, -6.2439472 53.4290337, -6.2438837 53.4290726, -6.2438094 53.4290574, -6.2436361 53.4291688, -6.2436515 53.4291861, -6.2435844 53.4292125, -6.2435554 53.4291958, -6.2433704 53.4292423, -6.2431962 53.4292628, -6.2430066 53.4292628, -6.2430048 53.4292877, -6.2429114 53.429286, -6.2429105 53.4292617, -6.2423908 53.4292601, -6.2423898 53.4292747, -6.2421872 53.4292721, -6.2421846 53.4291773, -6.2421333 53.4291658, -6.2420871 53.4291475, -6.2420589 53.4291246, -6.2420499 53.4289809, -6.2420794 53.4289411, -6.2421346 53.428919, -6.2421897 53.4289197, -6.2421936 53.4288808, -6.2421333 53.4288777, -6.2421384 53.4288441, -6.2421962 53.4288425, -6.2422051 53.4287699, -6.2422603 53.4287707, -6.2422641 53.4288082, -6.2423262 53.4288101, -6.2424016 53.428812, -6.2424925 53.4288135, -6.2425041 53.4287883, -6.2425413 53.428764, -6.2425912 53.4287483, -6.2428207 53.4287489, -6.2428633 53.428764, -6.2429096 53.4288024, -6.2429158 53.4288364, -6.2431321 53.4288344, -6.2432101 53.4288225, -6.2432609 53.4287879, -6.2432917 53.4287377, -6.2432627 53.4287285, -6.2432768 53.4287086, -6.2433097 53.4287152, -6.2433833 53.4285836, -6.2433869 53.4285315, -6.2433906 53.4284766, -6.2432676 53.4283989, -6.2432502 53.4284087, -6.2431262 53.4283305, -6.2431439 53.4283205, -6.2426747 53.4280257))",parking,T1 Short Term B & C
"POLYGON ((-6.2288603 53.4218211, -6.2287859 53.4218501, -6.2287144 53.4223888, -6.2276672 53.4222967, -6.2274355 53.4221945, -6.2275022 53.4217291, -6.2288603 53.4218211))",parking,
"POLYGON ((-6.1618328 53.3957289, -6.1617895 53.3958895, -6.1615172 53.3958634, -6.1615605 53.3957027, -6.1618328 53.3957289))",fuel,Topaz
"POLYGON ((-6.1265547 53.4299454, -6.1256757 53.4297218, -6.1255035 53.4299144, -6.1252268 53.4298443, -6.1250568 53.4300945, -6.1254646 53.4302183, -6.125329 53.4304447, -6.1260786 53.4306467, -6.1261079 53.4306119, -6.1261879 53.4306291, -6.1263013 53.4304891, -6.1262224 53.430462, -6.1263991 53.4302064, -6.1265036 53.4302329, -6.1266058 53.4301395, -6.1268247 53.4299773, -6.1270447 53.4297681, -6.1269869 53.4297443, -6.1270192 53.4296986, -6.1268291 53.4296529, -6.1266358 53.4299138, -6.1265547 53.4299454))",parking,
"POLYGON ((-6.2231268 53.4265139, -6.2224145 53.4264811, -6.222478 53.4261502, -6.2226261 53.4261592, -6.222617 53.4262298, -6.2231687 53.4262637, -6.2231268 53.4265139))",university,TU Dublin Aeronautical Engineering
"POLYGON ((-6.0777516 53.3814484, -6.0776768 53.381443, -6.0776042 53.3814377, -6.0776919 53.3810067, -6.0778385 53.3810173, -6.0778493 53.3809634, -6.0780647 53.3809638, -6.0780917 53.3809639, -6.078092 53.3809018, -6.0783012 53.3809022, -6.0783018 53.3807985, -6.0784873 53.3807988, -6.0784819 53.3818089, -6.0777146 53.3818075, -6.0777156 53.3816268, -6.0777516 53.3814484))",parking,
"POLYGON ((-6.2229379 53.4555502, -6.222929 53.4554792, -6.2230124 53.4554338, -6.2229655 53.4551348, -6.223112 53.4550487, -6.2232434 53.4550041, -6.2234421 53.454943, -6.223434 53.4550216, -6.2236029 53.4553559, -6.2236577 53.455526, -6.2229379 53.4555502))",parking,Lord Mayors car park
"POLYGON ((-6.2185526 53.4602593, -6.2181901 53.4602162, -6.2181622 53.4602136, -6.2180353 53.4602565, -6.2178909 53.4601621, -6.2181112 53.4600233, -6.2181209 53.4599754, -6.2180272 53.4598751, -6.2187531 53.4596262, -6.2188136 53.4596943, -6.2188988 53.4596985, -6.2188292 53.4599354, -6.2187182 53.4599246, -6.218715 53.4599366, -6.2186841 53.4599336, -6.2186774 53.459958, -6.2186591 53.4599562, -6.2186463 53.4600029, -6.2185549 53.4599933, -6.2185482 53.4600211, -6.2185526 53.4602593))",parking,FCC Staff Parking
"POLYGON ((-6.1915662 53.35815, -6.1915526 53.3581224, -6.1912956 53.3580057, -6.190688 53.3581128, -6.1907324 53.3582024, -6.1906494 53.3582171, -6.1905813 53.3580794, -6.189963 53.3581884, -6.190074 53.3584129, -6.1906923 53.358304, -6.1906602 53.358239, -6.1907432 53.3582244, -6.1907753 53.3582893, -6.1915662 53.35815))",parking,
"POLYGON ((-6.196852 53.3590938, -6.1968124 53.3590582, -6.1968693 53.3590395, -6.1969438 53.3590335, -6.1970163 53.3590396, -6.1974324 53.3591468, -6.1978558 53.3592379, -6.1985354 53.3593405, -6.1985915 53.3593553, -6.1986371 53.359381, -6.1986619 53.3594116, -6.1985878 53.3594301, -6.1985396 53.3594426, -6.1984782 53.3594586, -6.1984784 53.3594445, -6.1984575 53.3594272, -6.1984244 53.3594227, -6.1984162 53.3594508, -6.1978366 53.3593662, -6.1974737 53.3592903, -6.1970199 53.3591831, -6.1970368 53.3591533, -6.1969949 53.3591485, -6.196961 53.3591501, -6.1969352 53.3591664, -6.1969043 53.3591394, -6.196852 53.3590938))",parking,
"POLYGON ((-6.2016274 53.3701396, -6.2005668 53.3700104, -6.2004406 53.369995, -6.2006698 53.3693522, -6.2005317 53.3693344, -6.200777 53.3686582, -6.2006888 53.3686473, -6.2007396 53.3685328, -6.2007847 53.3685119, -6.2008266 53.3684788, -6.2008386 53.3684333, -6.2008655 53.3682993, -6.2009269 53.3678937, -6.2014123 53.3679634, -6.202268 53.3680862, -6.2023672 53.3681005, -6.2016274 53.3701396))",hospital,Central Remedial Clinic
"POLYGON ((-6.2494917 53.4401804, -6.2490018 53.439915, -6.2493705 53.4395566, -6.249527 53.4395362, -6.249498 53.4396083, -6.249764 53.4396464, -6.2498246 53.4394961, -6.2502187 53.4395723, -6.2500618 53.4397182, -6.2501367 53.4397599, -6.2498449 53.4399371, -6.2496898 53.4400465, -6.2495565 53.4401342, -6.2494917 53.4401804))",parking,
"POLYGON ((-6.1788669 53.408864, -6.1789135 53.4091663, -6.1786703 53.4091748, -6.178651 53.4090694, -6.1787316 53.4090624, -6.1787085 53.4088319, -6.178755 53.408833, -6.178787 53.4088316, -6.1787898 53.4088672, -6.1788669 53.408864))",parking,
"POLYGON ((-6.1837261 53.4106062, -6.1841512 53.410627, -6.1840508 53.4113551, -6.183655 53.4113357, -6.1836834 53.4111298, -6.1837654 53.4111338, -6.1837992 53.4108884, -6.1836879 53.4108829, -6.1837182 53.4106634, -6.1837261 53.4106062))",parking,
"POLYGON ((-6.0672036 53.3878144, -6.0668609 53.3878257, -6.0664982 53.387865, -6.0661794 53.3879447, -6.0659587 53.3880182, -6.0660966 53.3881591, -6.0665995 53.3880386, -6.0671415 53.3879833, -6.0672036 53.3878144))",parking,
"POLYGON ((-6.1398117 53.3882593, -6.1402068 53.3887553, -6.139552 53.3889408, -6.1392031 53.3885028, -6.1391961 53.3884597, -6.1392294 53.3884275, -6.1397334 53.3882847, -6.1397312 53.3882821, -6.1398117 53.3882593))",parking,
"POLYGON ((-6.2223174 53.3570941, -6.2222901 53.3571337, -6.222376 53.3571545, -6.2224311 53.3571325, -6.2224897 53.3571257, -6.2225805 53.3571426, -6.2226366 53.3571841, -6.2226487 53.3572168, -6.222632 53.3572629, -6.2226047 53.357286, -6.2225344 53.3573115, -6.2224782 53.357315, -6.222415 53.357304, -6.2223785 53.357288, -6.2223503 53.3572664, -6.2223375 53.357247, -6.2223312 53.3572193, -6.2222493 53.3571965, -6.2222132 53.3572444, -6.2203288 53.3567665, -6.2203598 53.3567204, -6.2202592 53.3566949, -6.220231 53.3567082, -6.2201985 53.3567169, -6.2201501 53.3567208, -6.2200932 53.3567125, -6.2200465 53.3566916, -6.2200157 53.3566586, -6.2200098 53.3566319, -6.2200236 53.3565969, -6.220048 53.3565752, -6.2200769 53.3565607, -6.2201121 53.3565509, -6.2201605 53.356547, -6.2202256 53.3565577, -6.2202733 53.3565829, -6.2202955 53.35661, -6.220301 53.3566343, -6.2204065 53.3566609, -6.2204336 53.3566228, -6.2223174 53.3570941))",parking,
"POLYGON ((-6.2137408 53.3539252, -6.2136716 53.3544565, -6.2131856 53.3544065, -6.2128799 53.3544345, -6.2126537 53.3544009, -6.212436 53.3542496, -6.2124588 53.3539879, -6.2125795 53.353935, -6.2125915 53.3538438, -6.2126153 53.3536254, -6.2133123 53.3536597, -6.2134819 53.353698, -6.2136161 53.3537837, -6.2137408 53.3539252))",fuel,Dublin Port Co Service Station
"POLYGON ((-6.2064296 53.3701603, -6.206391 53.3701594, -6.2062085 53.3702643, -6.2061664 53.370312, -6.2061486 53.3704082, -6.2060369 53.3703998, -6.20617 53.3697666, -6.2073612 53.370533, -6.2071454 53.3706474, -6.2070442 53.3705816, -6.2070496 53.3705788, -6.2070527 53.3705576, -6.2069592 53.370498, -6.2070174 53.3704655, -6.2069023 53.3703921, -6.2068441 53.3704246, -6.2064296 53.3701603))",parking,
"POLYGON ((-6.2064934 53.3707696, -6.2065766 53.3707469, -6.2066179 53.3707357, -6.2066797 53.3707188, -6.2067479 53.3707002, -6.2067523 53.3707059, -6.2068239 53.3707995, -6.2065694 53.3708689, -6.2065218 53.3708749, -6.2053444 53.3709879, -6.2053067 53.3709695, -6.2052762 53.3708432, -6.2052761 53.3707116, -6.2053715 53.370709, -6.2053716 53.3708188, -6.2054302 53.3708474, -6.2056324 53.3708474, -6.2056949 53.3708415, -6.2059129 53.370822, -6.2059306 53.3708217, -6.2059554 53.3708212, -6.2063204 53.3707862, -6.2063815 53.3707803, -6.2064934 53.3707696))",parking,
"POLYGON ((-6.2047888 53.3709368, -6.2049993 53.3709159, -6.2050049 53.3709361, -6.2050202 53.370991, -6.2048098 53.3710119, -6.2047888 53.3709368))",parking,
"POLYGON ((-6.2243652 53.3633118, -6.2235004 53.3631729, -6.223431 53.3633269, -6.2234761 53.3633342, -6.2235098 53.3633396, -6.2235151 53.363328, -6.2242277 53.3634424, -6.224301 53.3634542, -6.2243652 53.3633118))",parking,
"POLYGON ((-6.1755001 53.3690396, -6.1754759 53.3690328, -6.1754447 53.3690315, -6.1754181 53.3690356, -6.1753921 53.3690452, -6.1753482 53.3690997, -6.1753602 53.3691098, -6.1753659 53.3691191, -6.1753684 53.3691298, -6.1753643 53.36914, -6.1753618 53.3691488, -6.1754369 53.3691717, -6.1753814 53.3692363, -6.1752298 53.3691903, -6.1751929 53.3692344, -6.1750415 53.3691862, -6.175305 53.3688677, -6.1755765 53.3689511, -6.175888 53.3690469, -6.1759081 53.3690236, -6.1757897 53.3689889, -6.1760989 53.3686133, -6.1761403 53.3685631, -6.1765187 53.3686741, -6.1762142 53.3690437, -6.1761672 53.3690693, -6.1761207 53.3690764, -6.1760796 53.3690739, -6.1760622 53.3690688, -6.1760406 53.3690938, -6.176273 53.3691653, -6.1761609 53.3692951, -6.1754644 53.369081, -6.1755001 53.3690396))",parking,
"POLYGON ((-6.2072575 53.3607789, -6.2072147 53.3607724, -6.2071874 53.3607734, -6.2069264 53.3607827, -6.2068705 53.361125, -6.2073203 53.3611846, -6.2074353 53.3610937, -6.2074791 53.3611174, -6.2076297 53.3610051, -6.2072575 53.3607789))",parking,
"POLYGON ((-6.2472283 53.4175438, -6.2476119 53.4166949, -6.2481081 53.4155296, -6.2481296 53.4154966, -6.2483146 53.4151635, -6.2491622 53.4131604, -6.248169 53.4129653, -6.2478326 53.4128977, -6.245381 53.4123522, -6.2453299 53.4123445, -6.2450943 53.4128766, -6.2448485 53.4136552, -6.2447412 53.4140692, -6.2445619 53.4148146, -6.243074 53.4147417, -6.2418831 53.4146006, -6.2414441 53.4156684, -6.2413574 53.4159043, -6.240376 53.4156474, -6.2402865 53.4157818, -6.2402476 53.4158879, -6.2405573 53.4160194, -6.2407965 53.4160822, -6.2408943 53.4161078, -6.2409327 53.4161642, -6.2411531 53.4162234, -6.241247 53.4162362, -6.241416 53.4162537, -6.2418478 53.4163177, -6.2420168 53.4163752, -6.2421455 53.4164152, -6.2423118 53.4164616, -6.2425076 53.4164855, -6.2428134 53.4165191, -6.2431219 53.4165559, -6.2434223 53.4166054, -6.2437575 53.4166742, -6.2439238 53.4167029, -6.244353 53.4167413, -6.2445434 53.4167573, -6.2446534 53.4167733, -6.2447607 53.4168068, -6.2448009 53.416842, -6.2450611 53.4170978, -6.2451657 53.4171777, -6.2452328 53.4172225, -6.2452649 53.4172465, -6.2453535 53.4172672, -6.2454849 53.417296, -6.2472283 53.4175438))",parking,Holiday Blue Long Term Car Parking
"POLYGON ((-6.2238422 53.4791142, -6.2238083 53.4791114, -6.2236438 53.4791455, -6.2236248 53.4791939, -6.2233246 53.4792188, -6.2233291 53.4794933, -6.2240325 53.4793858, -6.2238422 53.4791142))",parking,
"POLYGON ((-6.22872 53.4735009, -6.2281789 53.4737896, -6.2280867 53.4737284, -6.2280058 53.4736749, -6.2283316 53.4735001, -6.2285467 53.4733859, -6.22872 53.4735009))",parking,
"POLYGON ((-6.2177097 53.3833277, -6.2169469 53.3831818, -6.2164132 53.3829898, -6.2163351 53.3831163, -6.2158868 53.3833155, -6.2157071 53.3835325, -6.2157092 53.3836833, -6.2158125 53.3838453, -6.2158798 53.38392, -6.2164067 53.3839945, -6.216479 53.3840041, -6.2173786 53.3841118, -6.2177097 53.3833277))",parking,
"POLYGON ((-6.2155772 53.395985, -6.2149282 53.3957179, -6.2141611 53.3965991, -6.2127234 53.3961545, -6.2126912 53.3962009, -6.2151213 53.3969654, -6.2151669 53.3969174, -6.2143971 53.3966695, -6.2148155 53.3962041, -6.2152688 53.3963528, -6.215411 53.3961785, -6.2154351 53.3961481, -6.2154887 53.3960874, -6.2155772 53.395985))",parking,
"POLYGON ((-6.0658059 53.3787358, -6.0666237 53.3784335, -6.0668493 53.3783858, -6.0668747 53.3783228, -6.067171 53.3783438, -6.0671557 53.3784064, -6.0671395 53.3784726, -6.0667368 53.3784782, -6.0658587 53.3787841, -6.0658059 53.3787358))",parking,
"POLYGON ((-6.2032571 53.363787, -6.2028684 53.363711, -6.2028437 53.363756, -6.2032324 53.3638319, -6.2032571 53.363787))",parking,
"POLYGON ((-6.2063964 53.364542, -6.2064273 53.3644807, -6.2063283 53.3644567, -6.2063794 53.3643709, -6.2064074 53.3643791, -6.2064614 53.3643949, -6.2064912 53.3643585, -6.2067614 53.3644452, -6.2067717 53.3644289, -6.2068913 53.3643908, -6.2069178 53.3643824, -6.2074633 53.3644855, -6.2074581 53.3644956, -6.2080099 53.3646022, -6.2077539 53.3649488, -6.2076791 53.3649368, -6.2076403 53.3650179, -6.2075622 53.3650052, -6.2076066 53.3649106, -6.2074151 53.3648786, -6.2073342 53.3648236, -6.2073019 53.3647587, -6.2073189 53.3647209, -6.2073223 53.3646987, -6.2072898 53.3646756, -6.2067385 53.3645759, -6.2067275 53.3645951, -6.2063964 53.364542))",parking,
"POLYGON ((-6.2160829 53.3668709, -6.2161058 53.3668434, -6.2158088 53.3667575, -6.2157629 53.3668608, -6.2156876 53.3671603, -6.2159411 53.3671395, -6.2161135 53.3671344, -6.2161994 53.3671319, -6.2161749 53.367018, -6.2161538 53.3669753, -6.2161849 53.3668999, -6.2160829 53.3668709))",parking,
"POLYGON ((-6.1836914 53.364774, -6.1830103 53.3646025, -6.1828333 53.3648528, -6.1830634 53.3649108, -6.1829835 53.3650238, -6.1830902 53.3650506, -6.1829526 53.3652453, -6.1833179 53.3653425, -6.1834463 53.3652846, -6.1834376 53.3652726, -6.1834568 53.3651808, -6.1834747 53.3651144, -6.1835128 53.3650266, -6.1836914 53.364774))",parking,Saint Gabriel's Community Centre Car Park
"POLYGON ((-6.2087383 53.370658, -6.2085478 53.3707316, -6.2083523 53.3709281, -6.2077831 53.3711113, -6.207491 53.371198, -6.207385 53.3712644, -6.2073583 53.3712813, -6.2073508 53.3712932, -6.2073559 53.3713067, -6.2074093 53.3713622, -6.2074469 53.3713966, -6.2074737 53.3714212, -6.2075065 53.3714514, -6.2075444 53.3714861, -6.2077518 53.3717031, -6.2077679 53.3717047, -6.207781 53.3717006, -6.2077986 53.3717216, -6.207821 53.3717467, -6.2078359 53.3717424, -6.2078643 53.3717344, -6.2082506 53.3716245, -6.2093801 53.371282, -6.2091835 53.3710693, -6.2087383 53.370658))",college,Killester College of Further Education
"POLYGON ((-6.2413367 53.4279224, -6.2409403 53.427673, -6.2408614 53.4277155, -6.2407315 53.4276671, -6.2406199 53.427766, -6.2404938 53.4279171, -6.2405954 53.4279482, -6.240549 53.4280018, -6.2409109 53.4281073, -6.2411597 53.4281583, -6.2412862 53.4280109, -6.2412924 53.427997, -6.2412895 53.4279864, -6.2412771 53.4279719, -6.2412725 53.4279666, -6.2412764 53.4279613, -6.2413367 53.4279224))",parking,Van Park
"POLYGON ((-6.2259139 53.3628369, -6.2255447 53.3630184, -6.2256039 53.3630665, -6.2251988 53.3632656, -6.2252306 53.3635731, -6.2252883 53.363574, -6.2253457 53.3635749, -6.2255459 53.3635781, -6.2255959 53.3636124, -6.225603 53.3636173, -6.2267096 53.3630735, -6.2266592 53.3630357, -6.2269898 53.3628784, -6.2267785 53.3627174, -6.2265139 53.3627253, -6.2263456 53.3627825, -6.226192 53.3628358, -6.226131 53.3627732, -6.226122 53.3627634, -6.2259139 53.3628369))",parking,Clontarf Road Dart Station Park & Ride
"POLYGON ((-6.2283475 53.3639147, -6.2288209 53.3637802, -6.2288039 53.3637513, -6.2287299 53.3636656, -6.2284361 53.3637496, -6.2284246 53.3637352, -6.2283297 53.3637623, -6.2282014 53.3637667, -6.2281662 53.3637228, -6.2281194 53.3637155, -6.2280905 53.3636795, -6.2280151 53.3637011, -6.227933 53.3636626, -6.2275548 53.3636643, -6.227546 53.3636532, -6.2274974 53.3636671, -6.2274599 53.363661, -6.2274496 53.3636481, -6.2274387 53.3636346, -6.2274125 53.3636036, -6.2272994 53.3635774, -6.2271907 53.363493, -6.2270062 53.3635905, -6.2269888 53.3636773, -6.2269994 53.3637037, -6.2270335 53.3637105, -6.2270551 53.363732, -6.2270297 53.3637928, -6.2270795 53.363802, -6.2271555 53.3638161, -6.2272091 53.3639092, -6.2283475 53.3639147))",parking,
"POLYGON ((-6.2344432 53.4287781, -6.2345273 53.4287853, -6.234613 53.4287926, -6.2346323 53.4287122, -6.2346372 53.4286921, -6.2349303 53.4287171, -6.2349248 53.4287401, -6.234905 53.4288225, -6.2348947 53.4288653, -6.234889 53.428889, -6.2348798 53.4289276, -6.234872 53.4289598, -6.2348649 53.4289894, -6.2348608 53.4290067, -6.2345619 53.4289812, -6.2345655 53.4289661, -6.2345725 53.428937, -6.2345807 53.4289028, -6.2345862 53.4288801, -6.2345072 53.4288733, -6.2344221 53.4288661, -6.2344432 53.4287781))",fuel,Circle K
"POLYGON ((-6.2269976 53.4352466, -6.226104 53.4351798, -6.2259607 53.4358107, -6.2259607 53.4364284, -6.2260339 53.4369816, -6.2266202 53.4369598, -6.2267376 53.4368971, -6.2267185 53.4362808, -6.2267404 53.4359683, -6.2268684 53.435981, -6.226887 53.4357653, -6.2269976 53.4352466))",parking,
"POLYGON ((-6.2164196 53.420755, -6.215657 53.4206258, -6.2156657 53.4204588, -6.215692 53.4199546, -6.2167204 53.4201255, -6.2164196 53.420755))",parking,AUL Car Parking
"POLYGON ((-6.0885096 53.3759024, -6.0887533 53.3755569, -6.0888451 53.37558, -6.088955 53.375584, -6.0886973 53.3759495, -6.0886035 53.3759259, -6.0885096 53.3759024))",parking,
"POLYGON ((-6.0880271 53.3754866, -6.088342 53.3756439, -6.0880989 53.375817, -6.0879956 53.3757655, -6.0877523 53.3759389, -6.0879843 53.3760548, -6.0886979 53.3755463, -6.0885442 53.3754713, -6.0884078 53.3754024, -6.0882542 53.3753247, -6.0880271 53.3754866))",parking,
"POLYGON ((-6.2220273 53.4563266, -6.2217263 53.4562932, -6.221655 53.4564263, -6.2215911 53.4565431, -6.2219527 53.4565968, -6.2220273 53.4563266))",parking,
"POLYGON ((-6.1586834 53.5236432, -6.1581601 53.5235242, -6.1581848 53.5234893, -6.1581255 53.5234724, -6.1582198 53.5233182, -6.158323 53.5233408, -6.158377 53.5232584, -6.1584591 53.5232818, -6.1583792 53.52341, -6.1584187 53.5234573, -6.1585045 53.5234741, -6.1587066 53.5235149, -6.1587349 53.5235661, -6.1587118 53.523599, -6.1586834 53.5236432))",parking,
"POLYGON ((-6.16427 53.5264943, -6.164279 53.5264482, -6.164113 53.5264369, -6.1641041 53.5264829, -6.1639238 53.5264831, -6.1638882 53.5266453, -6.16387 53.5267326, -6.1637747 53.5271774, -6.1639798 53.5271962, -6.1639851 53.5270674, -6.16404 53.5270403, -6.1643677 53.5270589, -6.1644045 53.5266494, -6.1643665 53.5265038, -6.16427 53.5264943))",parking,
"POLYGON ((-6.1279765 53.4709628, -6.1289497 53.4712753, -6.1285272 53.4717315, -6.1273692 53.4714861, -6.1277386 53.4710492, -6.1277637 53.4710195, -6.1279144 53.4709809, -6.1279765 53.4709628))",parking,
"POLYGON ((-6.1262265 53.4714163, -6.1258034 53.471852, -6.1255961 53.4720603, -6.1255723 53.4720842, -6.1254133 53.4722146, -6.1253777 53.4722368, -6.1252783 53.4722985, -6.1252785 53.4724043, -6.1253773 53.4724376, -6.1255206 53.4724924, -6.1255329 53.4724802, -6.1265214 53.4715019, -6.1265016 53.4714387, -6.1264586 53.4714031, -6.1264018 53.4713885, -6.1263326 53.4713857, -6.1262681 53.4713939, -6.1262265 53.4714163))",parking,
"POLYGON ((-6.1272591 53.4803281, -6.1262403 53.4801546, -6.1263673 53.4798903, -6.1273861 53.4800638, -6.1272591 53.4803281))",parking,
"POLYGON ((-6.1250169 53.4801877, -6.1254785 53.4802639, -6.125694 53.4798015, -6.1252324 53.4797253, -6.1250169 53.4801877))",parking,
"POLYGON ((-6.1165305 53.4787887, -6.1154574 53.4795207, -6.1149797 53.4793022, -6.1151299 53.4791897, -6.1150688 53.4791608, -6.1151202 53.4791223, -6.1153054 53.4792098, -6.1156313 53.4789656, -6.1154208 53.4788661, -6.1154742 53.4788262, -6.1155855 53.4786888, -6.1165305 53.4787887))",parking,
"POLYGON ((-6.1515063 53.4381246, -6.1513226 53.4391422, -6.1516148 53.4391609, -6.1517985 53.4381433, -6.1515063 53.4381246))",parking,
"POLYGON ((-6.1445365 53.4315089, -6.1451808 53.4315227, -6.1451305 53.4318956, -6.1445955 53.4318777, -6.1440021 53.4318165, -6.1433066 53.4318079, -6.1435064 53.431479, -6.1436221 53.4315112, -6.143707 53.4313802, -6.1441661 53.431502, -6.1445365 53.4315089))",parking,
