hotspot_geometry,hotspot_tag,hotspot_location
"POLYGON ((-6.1124986 53.1934998, -6.1124282 53.193385, -6.1122044 53.1934343, -6.1122749 53.1935492, -6.1124986 53.1934998))",parking,
"POLYGON ((-6.2345726 53.3043896, -6.2343928 53.3043223, -6.2343459 53.3043111, -6.2342949 53.3043055, -6.2342601 53.3043087, -6.2342265 53.3043335, -6.2341367 53.3043071, -6.2341595 53.3042991, -6.2341756 53.3042894, -6.2341877 53.3042766, -6.2341957 53.304255, -6.2343244 53.3041941, -6.2343459 53.3041853, -6.234366 53.3041828, -6.2343875 53.3041853, -6.2344103 53.3041949, -6.234586 53.3043311, -6.23459 53.3043551, -6.2345927 53.3043728, -6.2345726 53.3043896))",parking,
"POLYGON ((-6.2346839 53.3040362, -6.2348232 53.3041409, -6.2346395 53.3042282, -6.2345001 53.3041235, -6.2346839 53.3040362))",parking,
"POLYGON ((-6.2349415 53.3044408, -6.234868 53.3045672, -6.2346462 53.3045211, -6.2347197 53.3043948, -6.2349415 53.3044408))",parking,
"POLYGON ((-6.2341434 53.3050363, -6.2339838 53.3052465, -6.2330168 53.3049853, -6.2331322 53.3047663, -6.2341434 53.3050363))",parking,
"POLYGON ((-6.2348503 53.3045963, -6.2347768 53.3047226, -6.234555 53.3046766, -6.2346285 53.3045502, -6.2348503 53.3045963))",parking,
"POLYGON ((-6.2348799 53.3042126, -6.2349436 53.3043408, -6.2347185 53.3043807, -6.2346548 53.3042525, -6.2348799 53.3042126))",parking,
"POLYGON ((-6.1226262 53.2546111, -6.1226329 53.2545748, -6.1225766 53.254586, -6.1225209 53.25459, -6.1224606 53.254588, -6.1223821 53.2545836, -6.1223218 53.254574, -6.1222406 53.2545567, -6.122187 53.2545403, -6.1221521 53.254523, -6.1221092 53.2544994, -6.122083 53.2544845, -6.1220763 53.2545208, -6.1221025 53.2545357, -6.1221454 53.2545593, -6.1221803 53.2545766, -6.1222339 53.254593, -6.122315 53.2546103, -6.1223754 53.2546199, -6.1224539 53.2546243, -6.1225142 53.2546263, -6.1225699 53.2546223, -6.1226262 53.2546111))",parking,
"POLYGON ((-6.1814323 53.2509197, -6.1810502 53.2506896, -6.1809687 53.250738, -6.1809268 53.2507127, -6.1806405 53.2508829, -6.1808839 53.2510295, -6.1809545 53.2509875, -6.1810866 53.2510671, -6.181174 53.2510151, -6.1812226 53.2510444, -6.1814323 53.2509197))",parking,
"POLYGON ((-6.1949192 53.2901596, -6.1949427 53.2901958, -6.1946249 53.2902696, -6.1946013 53.2902333, -6.1949192 53.2901596))",parking,
"POLYGON ((-6.1950747 53.2901235, -6.195098 53.2901609, -6.1949827 53.2901865, -6.1949594 53.2901491, -6.1950747 53.2901235))",parking,
"POLYGON ((-6.2503898 53.341297, -6.2505128 53.3411728, -6.250389 53.3411309, -6.2502754 53.3410901, -6.2501546 53.3412139, -6.2502699 53.3412543, -6.2502893 53.341261, -6.2503898 53.341297))",college,American College Dublin
"POLYGON ((-6.1139486 53.2891158, -6.1138762 53.2890741, -6.1137944 53.2890492, -6.1138239 53.2890247, -6.113911 53.2890524, -6.1139781 53.2890913, -6.1139486 53.2891158))",parking,
"POLYGON ((-6.1467554 53.2953271, -6.1456208 53.295457, -6.1455367 53.2951943, -6.1466713 53.2950645, -6.1467554 53.2953271))",parking,
"POLYGON ((-6.2448798 53.2924566, -6.2449928 53.2924076, -6.2451308 53.292515, -6.2450089 53.2925787, -6.2448507 53.2926573, -6.2446906 53.2925296, -6.2447904 53.2924835, -6.2446521 53.2924272, -6.2446277 53.2924225, -6.2446743 53.2923477, -6.2447011 53.2923094, -6.2448798 53.2924566))",parking,
"POLYGON ((-6.2593103 53.3271823, -6.2592398 53.3272088, -6.2590078 53.3269885, -6.2594287 53.3268304, -6.2594679 53.3268676, -6.2591175 53.3269993, -6.2593103 53.3271823))",parking,
"POLYGON ((-6.1295119 53.1855937, -6.1297792 53.1856684, -6.1300134 53.185458, -6.1296842 53.1853713, -6.1295119 53.1855937))",parking,
"POLYGON ((-6.2593718 53.3203462, -6.2594504 53.3203456, -6.2594478 53.320217, -6.2594474 53.3201931, -6.2592905 53.3201942, -6.2591384 53.3201953, -6.2591044 53.3201955, -6.2591109 53.3205247, -6.2592006 53.3205241, -6.2592388 53.3205238, -6.2592354 53.3203471, -6.2593718 53.3203462))",parking,
"POLYGON ((-6.2522252 53.3420051, -6.2519822 53.3421011, -6.2517427 53.3422034, -6.2516973 53.3422336, -6.2516833 53.3422524, -6.2516501 53.3422869, -6.2516308 53.3423192, -6.2516238 53.3423453, -6.2516221 53.3423672, -6.2517095 53.3423693, -6.251678 53.3424601, -6.2521936 53.3425253, -6.2522647 53.3424737, -6.2522913 53.342404, -6.2523479 53.3423417, -6.2525691 53.3422873, -6.252478 53.3421407, -6.2524671 53.342058, -6.2524114 53.3419473, -6.2522252 53.3420051))",hospital,Dublin Dental University Hospital
"POLYGON ((-6.1673074 53.299241, -6.1673289 53.2990486, -6.1674955 53.2990693, -6.1674633 53.2991999, -6.1673074 53.299241))",parking,
"POLYGON ((-6.1019613 53.1872379, -6.101612 53.1867466, -6.1020514 53.1866097, -6.1018827 53.1863729, -6.1010674 53.1864757, -6.1007743 53.1870812, -6.1007455 53.1874658, -6.1009735 53.1875172, -6.1019613 53.1872379))",parking,
"POLYGON ((-6.1031541 53.1880829, -6.103417 53.1883786, -6.1022207 53.1886647, -6.1020401 53.1883835, -6.1031541 53.1880829))",parking,
"POLYGON ((-6.1169568 53.2092102, -6.1169138 53.2090576, -6.1161387 53.209162, -6.1162728 53.2093114, -6.1164209 53.2092791, -6.1166972 53.2092333, -6.1169568 53.2092102))",parking,
"POLYGON ((-6.1165222 53.2097756, -6.1165008 53.2096808, -6.1164176 53.2096519, -6.1162057 53.209517, -6.1161602 53.209377, -6.1159046 53.2094522, -6.1163023 53.2096985, -6.1164176 53.2097724, -6.1165222 53.2097756))",parking,
"POLYGON ((-6.1158963 53.2102102, -6.115957 53.2102519, -6.1160207 53.2102206, -6.1161012 53.2102109, -6.1163939 53.2101874, -6.1158547 53.2098124, -6.115731 53.209888, -6.1155567 53.2099057, -6.115554 53.209933, -6.1156479 53.2100326, -6.1158963 53.2102102))",fuel,Circle K
"POLYGON ((-6.1035259 53.2065723, -6.103484 53.206461, -6.1025613 53.2065413, -6.1023965 53.2065712, -6.1026211 53.2068555, -6.1035259 53.2065723))",parking,
"POLYGON ((-6.1590364 53.2687303, -6.1588242 53.2683053, -6.1586016 53.2683432, -6.1582254 53.2683403, -6.1582118 53.2683739, -6.1578278 53.2687269, -6.1578532 53.2687761, -6.1583091 53.2686985, -6.1587038 53.2687398, -6.1587979 53.2688195, -6.1589043 53.2688021, -6.1589847 53.2687403, -6.1590364 53.2687303))",fuel,Texaco
"POLYGON ((-6.1316043 53.2938754, -6.131523 53.29392, -6.1313763 53.2938274, -6.1313588 53.2938057, -6.13135 53.2937822, -6.1313508 53.2937488, -6.1313776 53.293728, -6.1316043 53.2938754))",parking,
"POLYGON ((-6.204076 53.2980722, -6.2040815 53.2981202, -6.2037114 53.2981354, -6.2037059 53.2980874, -6.204076 53.2980722))",parking,
"POLYGON ((-6.203679 53.2980602, -6.2035888 53.298065, -6.2035607 53.297875, -6.2036509 53.2978702, -6.203679 53.2980602))",parking,
"POLYGON ((-6.1273281 53.1807668, -6.1275708 53.1806519, -6.1273951 53.1804461, -6.1271028 53.1805956, -6.1272195 53.1806843, -6.1273281 53.1807668))",parking,
"POLYGON ((-6.2384075 53.3137067, -6.2383623 53.3138405, -6.2383059 53.3138337, -6.2382512 53.3138271, -6.2382343 53.313872, -6.238093 53.3138568, -6.2381032 53.3138322, -6.2381478 53.3138133, -6.2380203 53.3137974, -6.2380327 53.3137743, -6.2381787 53.313715, -6.2381926 53.3136808, -6.2383548 53.3137004, -6.2384075 53.3137067))",fuel,Applegreen
"POLYGON ((-6.216537 53.2886395, -6.216437 53.2886364, -6.2164558 53.2884239, -6.2165558 53.2884271, -6.216537 53.2886395))",parking,
"POLYGON ((-6.2168387 53.2886604, -6.2168326 53.288724, -6.2165751 53.2887152, -6.2165812 53.2886516, -6.2168387 53.2886604))",parking,
"POLYGON ((-6.129704 53.2349876, -6.1297255 53.2348833, -6.1294465 53.2348648, -6.1293781 53.2344177, -6.1300608 53.2344209, -6.1299937 53.2347283, -6.1299588 53.2348455, -6.1299025 53.2349427, -6.1298448 53.2350037, -6.129704 53.2349876))",parking,
"POLYGON ((-6.0571659 53.1302534, -6.05662 53.1304787, -6.0564833 53.1305656, -6.0564417 53.1306493, -6.0561198 53.1306228, -6.0561708 53.130737, -6.0560876 53.1308304, -6.0558851 53.1308022, -6.055751 53.1307354, -6.0557215 53.1306437, -6.0558503 53.1305326, -6.0560662 53.1305681, -6.0564229 53.1301448, -6.0565664 53.1301931, -6.0566308 53.1301191, -6.0569674 53.1302253, -6.0570733 53.1302245, -6.0571391 53.1302084, -6.0571659 53.1302534))",parking,Charlesland Golf Course Car Park
"POLYGON ((-6.0566402 53.1318076, -6.0562754 53.131847, -6.0562781 53.1315775, -6.0563505 53.1312548, -6.0564752 53.1310376, -6.0566402 53.1318076))",parking,Charlesland Golf Course Car Park
"POLYGON ((-6.2440327 53.3323241, -6.2445781 53.3325057, -6.2446128 53.3325173, -6.2445021 53.3326368, -6.2444693 53.3326271, -6.2444295 53.3326153, -6.24424 53.3328431, -6.2441335 53.3329655, -6.2440742 53.3329917, -6.2439869 53.3330885, -6.2439467 53.3330879, -6.2438043 53.3330417, -6.2438426 53.3329996, -6.2439145 53.332926, -6.2441585 53.3325085, -6.2439358 53.3324361, -6.2440327 53.3323241))",parking,
"POLYGON ((-6.1905132 53.281541, -6.1905994 53.2814449, -6.1905365 53.2814248, -6.1904503 53.2815208, -6.1905132 53.281541))",parking,
"POLYGON ((-6.0778381 53.1444309, -6.0778461 53.1445805, -6.0782605 53.1445692, -6.0784509 53.1444703, -6.0784576 53.1444317, -6.0778381 53.1444309))",parking,
"POLYGON ((-6.0943873 53.1332078, -6.0933546 53.1333156, -6.09325 53.1330501, -6.0936014 53.1330018, -6.0937409 53.1330324, -6.093942 53.1330228, -6.0939501 53.1330453, -6.0940279 53.1330388, -6.094052 53.1330984, -6.0943658 53.1330726, -6.0943873 53.1332078))",parking,
"POLYGON ((-6.2389159 53.3398862, -6.2388241 53.3399581, -6.2369195 53.339092, -6.2369911 53.3390359, -6.2379513 53.3394726, -6.2381475 53.3393189, -6.2382359 53.3393856, -6.238382 53.3393956, -6.2382875 53.3394713, -6.2387403 53.3396728, -6.23871 53.3397925, -6.2389159 53.3398862))",parking,
"POLYGON ((-6.1888137 53.2569598, -6.1881834 53.256817, -6.1880896 53.2569871, -6.1887145 53.2571363, -6.1888137 53.2569598))",parking,Gaelscoil Shliabh Rua
"POLYGON ((-6.190297 53.2576931, -6.1905867 53.2572198, -6.190466 53.2571925, -6.1905089 53.2571235, -6.1902085 53.2570513, -6.1904499 53.2567175, -6.1898409 53.2565773, -6.1896191 53.2571678, -6.189468 53.2575424, -6.1902824 53.257717, -6.190297 53.2576931))",parking,Samuel Beckett Campus
"POLYGON ((-6.2065123 53.3047196, -6.2060523 53.3049352, -6.2060066 53.3049004, -6.2064666 53.3046848, -6.2065123 53.3047196))",parking,
"POLYGON ((-6.1375715 53.2937328, -6.1371276 53.2939861, -6.1371213 53.2938826, -6.13747 53.2936662, -6.1375715 53.2937328))",parking,
"POLYGON ((-6.086037 53.1519255, -6.0859134 53.1515886, -6.085664 53.1516215, -6.0857875 53.1519584, -6.086037 53.1519255))",parking,
"POLYGON ((-6.1688487 53.2780443, -6.168602 53.2781365, -6.1685805 53.27809, -6.1686341 53.2780563, -6.1687602 53.2780098, -6.1688487 53.2780443))",parking,
"POLYGON ((-6.117911 53.2308394, -6.1182763 53.2306959, -6.1179638 53.2304109, -6.1178269 53.2304647, -6.1180785 53.2306941, -6.1178501 53.2307838, -6.117911 53.2308394))",parking,
"POLYGON ((-6.1791725 53.3004673, -6.1790639 53.300529, -6.1789573 53.3005983, -6.1788004 53.3006985, -6.1787514 53.3006708, -6.178675 53.3007069, -6.1783471 53.3004682, -6.1785235 53.3003967, -6.1786133 53.3003655, -6.178683 53.3003438, -6.1788038 53.3003219, -6.1791725 53.3004673))",parking,
"POLYGON ((-6.2135245 53.2521908, -6.2136537 53.2520696, -6.2136363 53.2520584, -6.2133613 53.2519813, -6.2130743 53.2519212, -6.2129764 53.2520784, -6.2129027 53.252068, -6.2127994 53.2520945, -6.2129751 53.2523047, -6.2130793 53.252262, -6.2131575 53.2521667, -6.2131827 53.2521745, -6.2132254 53.2521295, -6.2135245 53.2521908))",parking,Stepaside Village
"POLYGON ((-6.13685 53.2959588, -6.1367963 53.2960943, -6.1361834 53.2959007, -6.1362425 53.2958129, -6.13685 53.2959588))",parking,
"POLYGON ((-6.1434274 53.2766245, -6.1430512 53.2767977, -6.1429102 53.2766882, -6.1432863 53.276515, -6.1434274 53.2766245))",fuel,Maxol
"POLYGON ((-6.129549 53.2457199, -6.129714 53.2455667, -6.1296617 53.245549, -6.1294954 53.2457023, -6.129549 53.2457199))",parking,
"POLYGON ((-6.1282387 53.141265, -6.1282851 53.1412071, -6.1284452 53.1412741, -6.1284077 53.1413889, -6.1283781 53.1415071, -6.1281878 53.1417541, -6.1280909 53.1418631, -6.1278334 53.1417646, -6.127782 53.1417848, -6.1276547 53.1418599, -6.1274653 53.141959, -6.1273656 53.1418673, -6.1276704 53.141719, -6.1277942 53.1415977, -6.1279558 53.1414557, -6.1282387 53.141265))",parking,
"POLYGON ((-6.126137 53.1430397, -6.1260452 53.143065, -6.1259463 53.1431249, -6.1258979 53.1427422, -6.1258854 53.1426432, -6.1260452 53.1425953, -6.1260824 53.1425918, -6.126125 53.1425884, -6.126142 53.1425871, -6.1262007 53.1425906, -6.126137 53.1430397))",parking,
"POLYGON ((-6.1262946 53.1425544, -6.1262189 53.1430776, -6.1262487 53.143126, -6.1263306 53.1431037, -6.12641 53.1430754, -6.1264485 53.1430665, -6.1264808 53.142902, -6.126456 53.1428848, -6.1264808 53.1428476, -6.1265391 53.1428067, -6.1265801 53.1427762, -6.1266136 53.1427151, -6.1266185 53.1426489, -6.1266024 53.1425655, -6.126554 53.1425291, -6.12651 53.1424934, -6.1264783 53.1424889, -6.1263976 53.1425402, -6.1263672 53.1425596, -6.1262946 53.1425544))",parking,
"POLYGON ((-6.1258951 53.1429042, -6.1254471 53.1429265, -6.1254184 53.1429261, -6.1253962 53.1429258, -6.1254148 53.1428714, -6.1255439 53.1428417, -6.1257548 53.1427367, -6.1258603 53.1426653, -6.1258719 53.1427448, -6.1258951 53.1429042))",parking,
"POLYGON ((-6.161987 53.2661706, -6.1616955 53.2663965, -6.1617609 53.2664228, -6.1617791 53.2665031, -6.1617327 53.2665428, -6.1620717 53.2666987, -6.1622045 53.2665857, -6.1622525 53.2665059, -6.1622765 53.2664472, -6.162267 53.2664175, -6.162198 53.2663858, -6.1621867 53.2663078, -6.1622248 53.2662796, -6.161987 53.2661706))",parking,
"POLYGON ((-6.1621812 53.266728, -6.1622449 53.2667331, -6.1622167 53.2667822, -6.1621256 53.2668755, -6.161588 53.2674084, -6.1615266 53.2674067, -6.1621812 53.266728))",parking,
"POLYGON ((-6.1605601 53.2673043, -6.1604141 53.267192, -6.1603224 53.267111, -6.1604689 53.267009, -6.1605539 53.2670217, -6.1607167 53.2670979, -6.1607025 53.267191, -6.1605601 53.2673043))",parking,
"POLYGON ((-6.1604274 53.2669586, -6.1601499 53.2668377, -6.1601013 53.2668716, -6.1598973 53.26676, -6.1597987 53.2666987, -6.1599153 53.2666065, -6.1600668 53.2666764, -6.160518 53.2668843, -6.1604274 53.2669586))",parking,
"POLYGON ((-6.1607879 53.2659135, -6.1607266 53.2658841, -6.1609366 53.2657148, -6.1610042 53.265748, -6.1607879 53.2659135))",parking,
"POLYGON ((-6.1604925 53.2659312, -6.159902 53.265679, -6.1599496 53.2656388, -6.1605335 53.2658973, -6.1604925 53.2659312))",parking,Disabled Parking
"POLYGON ((-6.1601323 53.2656604, -6.1606605 53.2658849, -6.1607053 53.2658472, -6.160177 53.2656227, -6.1601323 53.2656604))",parking,
"POLYGON ((-6.2184347 53.3153395, -6.2182768 53.3153945, -6.2182134 53.3154321, -6.217759 53.3151076, -6.2177906 53.3150611, -6.217841 53.3150098, -6.2181169 53.3148621, -6.2181588 53.3148937, -6.2184099 53.3147951, -6.2183723 53.3147497, -6.2184314 53.3147347, -6.2190457 53.3145791, -6.2190579 53.3145965, -6.2193772 53.3145117, -6.2194594 53.3145441, -6.2195123 53.3145143, -6.219981 53.3147811, -6.2198758 53.3148813, -6.2197953 53.3149574, -6.219468 53.314963, -6.2191878 53.3146745, -6.2181256 53.315029, -6.2184347 53.3153395))",parking,
"POLYGON ((-6.0631979 53.1274905, -6.0631818 53.1273851, -6.0632314 53.1273811, -6.0632569 53.1273695, -6.0635041 53.1273558, -6.0638812 53.1273349, -6.0638993 53.1274479, -6.0631979 53.1274905))",parking,
"POLYGON ((-6.0640314 53.127226, -6.0641903 53.1272186, -6.0641983 53.127192, -6.0641634 53.1269635, -6.0639936 53.1269743, -6.0639976 53.1270005, -6.064008 53.1270676, -6.0640209 53.127143, -6.0640303 53.1272121, -6.0640314 53.127226))",parking,
"POLYGON ((-6.0641098 53.1265184, -6.0639407 53.1265278, -6.0639437 53.126547, -6.0639388 53.1265663, -6.06398 53.1268179, -6.0641474 53.126809, -6.0641098 53.1265184))",parking,
"POLYGON ((-6.1620537 53.2667276, -6.1620578 53.2667458, -6.1620497 53.2667616, -6.1620131 53.2668005, -6.1619338 53.2668783, -6.1618261 53.266989, -6.161635 53.2671786, -6.1614663 53.2673476, -6.1613768 53.2674412, -6.1608117 53.2671847, -6.1608773 53.2671338, -6.1612705 53.2668285, -6.1613217 53.2667888, -6.1613504 53.2667665, -6.1615868 53.2665795, -6.1616081 53.2665626, -6.1616308 53.2665508, -6.1616466 53.266547, -6.1616682 53.266546, -6.1616886 53.266549, -6.1617061 53.2665546, -6.1620272 53.2667048, -6.1620412 53.2667138, -6.1620537 53.2667276))",parking,
"POLYGON ((-6.2514524 53.3465469, -6.2519155 53.3466153, -6.2518906 53.3469439, -6.2515788 53.3469159, -6.2515198 53.3471502, -6.2515058 53.3472057, -6.2514797 53.3471999, -6.2514734 53.3471985, -6.2514675 53.3471971, -6.251412 53.3471847, -6.2514054 53.3471833, -6.2513992 53.3471819, -6.2513631 53.3471738, -6.2513672 53.347137, -6.2513747 53.3470688, -6.2513909 53.3469323, -6.2513987 53.3468782, -6.2514052 53.3468327, -6.2514171 53.3467499, -6.2514524 53.3465469))",parking,
"POLYGON ((-6.2555866 53.2816572, -6.2556079 53.2822563, -6.2555164 53.2823122, -6.2553944 53.2823571, -6.2552879 53.2823637, -6.2551995 53.2823547, -6.2551504 53.2823435, -6.2549729 53.282344, -6.2549692 53.2818286, -6.2549692 53.2817282, -6.2550153 53.2817187, -6.2550542 53.2816933, -6.2550754 53.2816637, -6.2555866 53.2816572))",parking,
"POLYGON ((-6.2562685 53.2823111, -6.2557763 53.282296, -6.2557783 53.2821496, -6.2563216 53.2821517, -6.2563214 53.282158, -6.2562704 53.2821606, -6.2562685 53.2823111))",parking,
"POLYGON ((-6.2572542 53.2810647, -6.257018 53.2810552, -6.2570728 53.2808832, -6.2569268 53.2808637, -6.2570116 53.280714, -6.2572938 53.2807626, -6.2573269 53.2807653, -6.2573091 53.28086, -6.2573055 53.2809123, -6.2572542 53.2810647))",parking,
"POLYGON ((-6.2603333 53.2819112, -6.2603492 53.2816029, -6.2608977 53.281607, -6.2608956 53.2817063, -6.2610506 53.2817075, -6.2610515 53.2817302, -6.2611046 53.2817304, -6.2611062 53.2817978, -6.2608528 53.2819181, -6.260787 53.2819165, -6.2607857 53.2819622, -6.2603296 53.281958, -6.2603333 53.2819112))",parking,
"POLYGON ((-6.1245279 53.1472344, -6.1242972 53.1472465, -6.1242623 53.1470059, -6.1238883 53.1470255, -6.1238683 53.1468877, -6.1244729 53.146856, -6.1245279 53.1472344))",parking,
"POLYGON ((-6.1838055 53.2874765, -6.1837495 53.2874832, -6.1837657 53.2875315, -6.1835569 53.2875566, -6.1835316 53.2874814, -6.1834698 53.2874888, -6.1835125 53.2876159, -6.1838392 53.2875767, -6.1838055 53.2874765))",parking,
"POLYGON ((-6.235827 53.3040466, -6.235709 53.3041043, -6.2351063 53.3036617, -6.2352684 53.3035838, -6.2358579 53.3040181, -6.235827 53.3040466))",parking,
"POLYGON ((-6.2265826 53.3174994, -6.2264875 53.3174621, -6.2257919 53.3171897, -6.2256787 53.3171453, -6.2254185 53.3174017, -6.2263036 53.3177558, -6.2265826 53.3174994))",parking,
"POLYGON ((-6.1415143 53.2880202, -6.1412343 53.2880157, -6.1412508 53.2876553, -6.1415308 53.2876599, -6.1415143 53.2880202))",parking,
"POLYGON ((-6.1154634 53.183976, -6.1155908 53.1835661, -6.1166205 53.1836729, -6.1167843 53.1837405, -6.1168207 53.1838888, -6.1160311 53.1839586, -6.1157909 53.1839542, -6.1154634 53.183976))",parking,
"POLYGON ((-6.1181779 53.18359, -6.1177631 53.1836555, -6.1173701 53.1835966, -6.117341 53.1835486, -6.1174392 53.1833502, -6.117683 53.183396, -6.117774 53.1833742, -6.1180942 53.1834331, -6.118116 53.1834047, -6.1182834 53.1834396, -6.1181779 53.18359))",parking,
"POLYGON ((-6.1169271 53.1834794, -6.1167046 53.1834536, -6.1166515 53.1834478, -6.1168646 53.182747, -6.1163282 53.1826884, -6.1163668 53.1825505, -6.1160236 53.1825143, -6.1160274 53.1825018, -6.1158836 53.1824861, -6.1159279 53.1823526, -6.1172229 53.1824993, -6.1169271 53.1834794))",parking,
"POLYGON ((-6.1153857 53.1839497, -6.114332 53.1839922, -6.114104 53.1839737, -6.1140423 53.1839294, -6.1142896 53.1831532, -6.1143805 53.1828677, -6.1145723 53.1822658, -6.1147541 53.1822861, -6.1146493 53.1826776, -6.1151184 53.1827202, -6.1150666 53.1828846, -6.1149232 53.1828689, -6.1148353 53.1831579, -6.1147571 53.1831484, -6.1147171 53.183322, -6.1144213 53.1832961, -6.1142827 53.1837392, -6.1143628 53.1837503, -6.1143412 53.1838352, -6.1149081 53.1837946, -6.1154226 53.1838371, -6.1153857 53.1839497))",parking,
"POLYGON ((-6.1128019 53.1837358, -6.1136097 53.1838252, -6.1136642 53.1838121, -6.1137006 53.183786, -6.1139593 53.1832751, -6.1140093 53.183136, -6.1128506 53.183014, -6.1128128 53.1831405, -6.1128273 53.1834415, -6.11274 53.183653, -6.1128019 53.1837358))",parking,
"POLYGON ((-6.1174658 53.1822324, -6.1166433 53.1821542, -6.1166829 53.1820085, -6.1173887 53.1820653, -6.1174559 53.181903, -6.1174817 53.181858, -6.1176477 53.1818829, -6.1176991 53.1819397, -6.1176003 53.1821578, -6.1174658 53.1822324))",parking,
